Plot,Storrie_Se,Chips_Seve,plot__,Spp,dist,azim,dbh,snag_basal,F__live_cr,snag_class,fire_hist,oak_frutin,oak_live_e,avg_ht_liv,oak_avg_ht,oak_live_c,oak_live_1,oak_dead_c,oak_dead_1,oak_sp_dbh,oak_sp___l,oak_sp_d_1,oak_sp___1,oak_sp_d_2,oak_sp___2,FID_,PLOT_X,PLOT_Y,comment,Radians,Delta_X,Delta_Y,Tree_X,Tree_Y,altitude,PLOT_1,DATE,NOTES_1,desc1,Slope,Aspect,Elevation
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,9.60000000000,268.00000000000,12.90000000000,0.00000000000,40.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.67748200000,-9.65861300000,-0.33728600000,650174.76138700000,4440697.33271000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,9.50000000000,273.00000000000,3.40000000000,0.00000000000,5.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.76474900000,-9.50395700000,0.49808100000,650174.91604300000,4440698.16808000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,9.30000000000,234.00000000000,20.50000000000,0.00000000000,35.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.08407000000,-7.60678200000,-5.52665100000,650176.81321800000,4440692.14335000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,9.00000000000,188.00000000000,13.50000000000,0.00000000000,45.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,3.28121900000,-1.26195200000,-8.97925600000,650183.15804800000,4440688.69074000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,8.80000000000,275.00000000000,5.50000000000,0.00000000000,15.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.79965500000,-8.79390900000,0.76936700000,650175.62609100000,4440698.43937000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,8.60000000000,281.00000000000,7.40000000000,0.00000000000,40.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.90437500000,-8.47831400000,1.64801700000,650175.94168600000,4440699.31802000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,8.30000000000,283.00000000000,22.80000000000,0.00000000000,65.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.93928200000,-8.19835000000,1.89273800000,650176.22165000000,4440699.56274000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,8.20000000000,270.00000000000,5.50000000000,0.00000000000,15.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.71238900000,-8.22750000000,0.00000000000,650176.19250000000,4440697.67000000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,PSME,7.00000000000,297.00000000000,3.20000000000,0.00000000000,55.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,5.18362800000,-6.25130200000,3.18519700000,650178.16869800000,4440700.85520000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.80000000000,82.00000000000,5.30000000000,0.00000000000,75.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,1.43117000000,6.76006500000,0.95006500000,650191.18006500000,4440698.62006000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.70000000000,16.00000000000,8.50000000000,0.00000000000,45.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.27925300000,1.85848500000,6.48130700000,650186.27848500000,4440704.15131000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.70000000000,18.00000000000,6.70000000000,0.00000000000,60.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.31415900000,2.08076600000,6.40393900000,650186.50076600000,4440704.07394000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.70000000000,78.00000000000,7.70000000000,0.00000000000,75.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,1.36135700000,6.59124800000,1.40101300000,650191.01124800000,4440699.07101000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.70000000000,189.00000000000,14.30000000000,0.00000000000,45.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,3.29867200000,-1.05929600000,-6.68813200000,650183.36070400000,4440690.98187000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.50000000000,321.00000000000,3.60000000000,0.00000000000,85.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,5.60250700000,-4.10191000000,5.06543700000,650180.31809000000,4440702.73544000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.30000000000,74.00000000000,6.10000000000,0.00000000000,55.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,1.29154400000,6.08526700000,1.74492200000,650190.50526700000,4440699.41492000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,PSME,6.30000000000,202.00000000000,86.30000000000,0.00000000000,70.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,3.52556500000,-2.52166400000,-6.24133800000,650181.89833600000,4440691.42866000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.20000000000,75.00000000000,2.80000000000,0.00000000000,55.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,1.30899700000,6.00226300000,1.60830200000,650190.42226300000,4440699.27830000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,PSME,6.10000000000,5.00000000000,73.60000000000,0.00000000000,40.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.08726600000,0.56372300000,6.44338700000,650184.98372300000,4440704.11339000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.10000000000,33.00000000000,4.10000000000,0.00000000000,70.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.57595900000,3.33346300000,5.13308300000,650187.75346300000,4440702.80308000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.00000000000,0.00000000000,3.80000000000,0.00000000000,45.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.00000000000,0.00000000000,6.01900000000,650184.42000000000,4440703.68900000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,6.00000000000,351.00000000000,4.50000000000,0.00000000000,70.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,6.12610600000,-0.94212700000,5.94835300000,650183.47787300000,4440703.61835000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,PSME,5.90000000000,78.00000000000,29.20000000000,0.00000000000,60.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,1.36135700000,5.91388000000,1.25703400000,650190.33388000000,4440698.92703000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,5.60000000000,13.00000000000,6.80000000000,0.00000000000,30.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.22689300000,1.26737400000,5.48960100000,650185.68737400000,4440703.15960000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,QUKE,5.60000000000,82.00000000000,13.90000000000,0.00000000000,45.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,1.43117000000,5.61432500000,0.78904200000,650190.03432500000,4440698.45904000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,5.60000000000,207.00000000000,29.00000000000,0.00000000000,45.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,3.61283200000,-2.60817500000,-5.11883200000,650181.81182500000,4440692.55117000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,QUKE,5.50000000000,89.00000000000,14.80000000000,0.00000000000,50.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,1.55334300000,5.57315100000,0.09728000000,650189.99315100000,4440697.76728000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,QUKE FOCAL,5.20000000000,85.00000000000,17.40000000000,0.00000000000,50.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,1.48353000000,5.26688100000,0.46079200000,650189.68688100000,4440698.13079000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,PIPO,5.20000000000,118.00000000000,42.10000000000,0.00000000000,35.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,2.05948900000,4.77718800000,-2.54007600000,650189.19718800000,4440695.12992000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,5.20000000000,239.00000000000,16.50000000000,0.00000000000,30.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.17133700000,-4.52798600000,-2.72068900000,650179.89201400000,4440694.94931000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,5.10000000000,252.00000000000,3.30000000000,0.00000000000,15.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.39823000000,-4.86608100000,-1.58108500000,650179.55391900000,4440696.08891000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,4.80000000000,213.00000000000,7.00000000000,0.00000000000,55.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,3.71755100000,-2.63333000000,-4.05497200000,650181.78667000000,4440693.61503000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,PSME,4.80000000000,351.00000000000,66.20000000000,0.00000000000,75.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,6.12610600000,-0.80266500000,5.06782900000,650183.61733500000,4440702.73783000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,PSME,4.60000000000,26.00000000000,23.70000000000,0.00000000000,65.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.45378600000,2.06845400000,4.24096000000,650186.48845400000,4440701.91096000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,4.50000000000,351.00000000000,4.20000000000,0.00000000000,35.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,6.12610600000,-0.70724000000,4.46533900000,650183.71276000000,4440702.13534000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,4.40000000000,2.00000000000,5.50000000000,0.00000000000,30.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.03490700000,0.15451800000,4.42480300000,650184.57451800000,4440702.09480000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,4.30000000000,153.00000000000,2.40000000000,0.00000000000,80.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,2.67035400000,1.95760700000,-3.84202000000,650186.37760700000,4440693.82798000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,4.10000000000,210.00000000000,11.80000000000,0.00000000000,35.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,3.66519100000,-2.07950000000,-3.60180000000,650182.34050000000,4440694.06820000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,ABCO,3.40000000000,10.00000000000,5.80000000000,0.00000000000,65.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,0.17453300000,0.59544000000,3.37690600000,650185.01544000000,4440701.04691000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.1,1.00000000000,1.00000000000,1.00000000000,CADE,3.30000000000,237.00000000000,11.60000000000,0.00000000000,25.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,0.00000000000,650184.42000000000,4440697.67000000000,05-AUG-15 1:06:15PM,4.13643000000,-2.81625600000,-1.82889800000,650181.60374400000,4440695.84110000000,1307.27000000000,01-01.1,8/5/2015,,,26.19409900000,253.79899600000,1313.64001500000
01-01.2,1.00000000000,1.00000000000,2.00000000000,PSME,11.60000000000,85.00000000000,4.60000000000,0.00000000000,50.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,34.00000000000,675907.50585300000,4439227.86094000000,,1.48353000000,11.57877100000,1.01301100000,675919.08462400000,4439228.87395000000,0.00000000000,01-01.2,8/11/2015,replacement - dixie canyon rd #204,,0.00000000000,0.00000000000,0.00000000000
01-01.2,1.00000000000,1.00000000000,2.00000000000,QUKE,11.60000000000,350.00000000000,28.00000000000,0.00000000000,35.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,34.00000000000,675907.50585300000,4439227.86094000000,,6.10865200000,-2.03863000000,11.56164300000,675905.46722300000,4439239.42258000000,0.00000000000,01-01.2,8/11/2015,replacement - dixie canyon rd #204,,0.00000000000,0.00000000000,0.00000000000
01-01.2,1.00000000000,1.00000000000,2.00000000000,PIPO,11.40000000000,143.00000000000,20.00000000000,0.00000000000,5.00000000000,0.00000000000,SSSC,,0.00000000000,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,,,,34.00000000000,675907.50585300000,4439227.86094000000,,2.49582100000,6.92087300000,-9.18430800000,675914.42672600000,4439218.67663000000,0.00000000000,01-01.2,8/11/2015,replacement - dixie canyon rd #204,,0.00000000000,0.00000000000,0.00000000000
