plot,sp,fire hist,tag #,dead,storrie.dead,chips.live,storrie.live,other.live,notes
4.4.6,QUKE FOCAL,KSKC,2365,,,1.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.3,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.3,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.3,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,3,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.8,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.8,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.6,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.5,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,4.4,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.6,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.7,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.9,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,3.2,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,0.4,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,1.6,,,
4.4.6,QUKE FOCAL,KSKC,2365,,,2.8,,,
